Epoch,Total_Loss,Classifier_Loss,Box_Loss,Precision,Recall,mAP_50,mAP
26,0.037812067031422085,0.018446283926274263,0.018446283926274263,0.9390273269085454,0.9369343231612556,0.9672608163953879,0.5694009588974557
27,0.02991611649300538,0.013396706893200092,0.013396706893200092,0.9388649064380392,0.9296470058824542,0.9638565213334795,0.562834366044755
28,0.02552347357257032,0.010759133777088103,0.010759133777088103,0.9381636139924753,0.9340463134276401,0.9613675616910138,0.5615461479384183
29,0.023669653133872676,0.010461351035308897,0.010461351035308897,0.9426040127485797,0.9270701549780941,0.9626203783845335,0.55961486445628
30,0.023088569013292298,0.010989379489283059,0.010989379489283059,0.9398404843588722,0.9322552152375236,0.9604111901451422,0.5619151550020637
31,0.02312200435199866,0.011929574121228036,0.011929574121228036,0.9400124114322777,0.9317121952066912,0.9623954717833576,0.5621403554323752
32,0.023844315980871517,0.013470249894239446,0.013470249894239446,0.9418528887907099,0.9331642755099626,0.9620288338971754,0.5649601389405534
33,0.02491927701139859,0.015138517937385569,0.015138517937385569,0.9409793245387937,0.9369748890936126,0.9640628504857116,0.5586267001719617
34,0.02592713956483731,0.01657262631673731,0.01657262631673731,0.9415052817445138,0.929766303704244,0.9635861247119295,0.5617015873229774
35,0.029290186149962975,0.0190829174026993,0.0190829174026993,0.9392406094913551,0.9330763915102166,0.9610311088800879,0.5601052590534978
36,0.029237150214612484,0.02073165291335945,0.02073165291335945,0.9377834368165446,0.9393845917568977,0.9624182232737049,0.5666077015662528
37,0.04438555764728317,0.029058181388559295,0.029058181388559295,0.9389191279128772,0.9245745006772537,0.9590773192000938,0.5540087212801847
38,0.79683223658917,0.20697852424985053,0.20697852424985053,0.9101942114937037,0.9390384608047043,0.9601748640847076,0.5312615941078882
39,0.515382790390183,0.17448746792825998,0.17448746792825998,0.9323628711288459,0.9425486118221817,0.9656023679972594,0.5619302281676112
40,0.2526392460453744,0.10372227225817886,0.10372227225817886,0.917741344022475,0.9374849603159057,0.966341204417634,0.5598734348302314
41,0.13730840027040125,0.06620496222931965,0.06620496222931965,0.940829256674976,0.9310817445585369,0.9632196078534598,0.5645614790447275
42,0.0824829049992795,0.041790168750665935,0.041790168750665935,0.935235674381377,0.9330181591610953,0.9667081126634306,0.5643355744499934
43,0.05366534334333504,0.028131536463750342,0.028131536463750342,0.9299174308050564,0.9327311610803456,0.9626519165128106,0.5672682384298342
44,0.03933659900783324,0.018306082571107968,0.018306082571107968,0.9281900087637586,0.9332474495389383,0.9668547906599342,0.5699828695966489
45,0.024243735069153356,0.011919326486759911,0.011919326486759911,0.9343041684332289,0.9326112324220114,0.9627679713512381,0.5663858679200517
46,0.016365965371768848,0.006996218772495494,0.006996218772495494,0.9289314669998543,0.9309021776626114,0.9628908235534821,0.5692839274675939
47,0.010997841463369481,0.004851196016020635,0.004851196016020635,0.9332315155498628,0.9311566323617909,0.9638036004042583,0.5684590516015491
48,0.008748350450403843,0.0032402172196181675,0.0032402172196181675,0.9319287565752347,0.9300169843360557,0.964097894010578,0.570295584969803
49,0.0074453459340421595,0.0023723253124283954,0.0023723253124283954,0.9308190042229963,0.9314905711455977,0.9630892788210547,0.5677719422021421
50,0.006826778013240911,0.0021093187821736815,0.0021093187821736815,0.9320613494326042,0.9296269656159333,0.962689925568331,0.5681928343525424
51,0.006525056030345606,0.002139756425201674,0.002139756425201674,0.9331069290714503,0.9309962928749814,0.963231850885156,0.5696882553475332
52,0.0065556549576713755,0.002450720766586635,0.002450720766586635,0.9345990316865205,0.9289037323241303,0.9630318292510222,0.5685487263948558
53,0.006779813897047265,0.0029241153285564747,0.0029241153285564747,0.9345421316864644,0.9315878232002284,0.9628446590073448,0.5685584215823822
54,0.007173665881376056,0.0035207270948198056,0.0035207270948198056,0.9350559801840179,0.9290496883348178,0.9620852273661226,0.5688004104705259
55,0.007964018494913391,0.004532788078958059,0.004532788078958059,0.9338933198984651,0.9308975084613502,0.9635466150504705,0.5603734476611502
56,0.009654517883580982,0.006352470265518801,0.006352470265518801,0.9234708742642724,0.9433531869907219,0.9623666328025415,0.5673876012214425
57,0.01137458000733864,0.008214600865875244,0.008214600865875244,0.9351721282061289,0.9298043621720397,0.9636447633261281,0.566209127851353
58,0.013583883560974808,0.010517895682806186,0.010517895682806186,0.9337972534551168,0.928681268798047,0.9612337597421305,0.5654650560178824
59,0.016716940885446237,0.013749021680696923,0.013749021680696923,0.9036302966040819,0.9593589062737822,0.9636317965919623,0.5665900854523376
60,0.017995919457034153,0.01512913367090126,0.01512913367090126,0.9061545434803111,0.9561437256896496,0.9636064412024413,0.5688076594736701
61,0.01779790556825259,0.014934843921960862,0.014934843921960862,0.9367728235633563,0.9308800965523779,0.9635809781010218,0.572196606969231
62,0.01578709815500998,0.013105049085638979,0.013105049085638979,0.9295232476843639,0.9298959984589278,0.9624610951572048,0.5701388683403376
63,0.015161964321034211,0.012598415498859157,0.012598415498859157,0.9040064086834321,0.960428760374793,0.9642383125028541,0.5706119568791561
64,0.015166899810234705,0.012674113315548383,0.012674113315548383,0.9308350941798552,0.9351476311128343,0.9629638581933131,0.5723178726098943
65,0.014083846800905816,0.011750502790342652,0.011750502790342652,0.9027161519137727,0.9590865934898424,0.9643022573386074,0.5693427873654466
66,0.01390767301085825,0.011669869534671307,0.011669869534671307,0.9338830009308241,0.9345920207097603,0.9619229292426805,0.5706944675111343
67,0.014923525745889135,0.01278641386706309,0.01278641386706309,0.9177003561895845,0.9535781983219038,0.962726193357172,0.5696627529474468
68,0.01579485040194556,0.013723737943698378,0.013723737943698378,0.9275470465567397,0.9377570650478018,0.9618831611039758,0.5727434558646449
69,0.015328678001156625,0.013359867383305933,0.013359867383305933,0.9393180097885817,0.9307285627715932,0.9620015015393386,0.5727926507926955
70,0.016424915196337535,0.014481003642739618,0.014481003642739618,0.9296989468201312,0.9305596295322274,0.9627898690448857,0.5727075556440016
71,0.01715332297973481,0.015267683576573344,0.015267683576573344,0.9171532702680645,0.9538658124316497,0.9648182614136207,0.5804724171789181
72,0.017767894602216342,0.01585982205784496,0.01585982205784496,0.9185374785804098,0.9479171157238544,0.962441096244678,0.5783094630798998
73,0.016402207114094614,0.01462260516835194,0.01462260516835194,0.9131046804346683,0.9531870890878732,0.9633102512699571,0.5780425880149999
74,0.01605649422123736,0.014337416847839075,0.014337416847839075,0.9102559955623164,0.9598373892641653,0.9648828110147639,0.5770213046754707
75,0.016300001044702882,0.01464979883794691,0.01464979883794691,0.9055344199270849,0.9552066355420209,0.9608630623991994,0.5763094439256993
76,0.015881969264763242,0.014308329105523288,0.014308329105523288,0.9125896667414388,0.9591464299885525,0.9641234931419917,0.5776835244725037
77,0.015462062531607408,0.013967593392247664,0.013967593392247664,0.9332152390713369,0.9376131203222396,0.964130414688102,0.578887353729129
78,0.01658265902569481,0.015087413501140534,0.015087413501140534,0.9263308751782664,0.9453864057865192,0.9625966588183595,0.5762122511722834
79,0.018983376705471205,0.01744389339514515,0.01744389339514515,0.9166833730548597,0.9607209489918704,0.965687460210873,0.5832062269607321
80,0.018785798593479043,0.017326395967792646,0.017326395967792646,0.9109332125455457,0.9556315881124804,0.9620537976849555,0.5741715513810122
81,0.02069619287024526,0.019245712260039998,0.019245712260039998,0.9078588278720868,0.9567014422134913,0.9627931600799458,0.5732782234578534
82,0.020780480384607527,0.019382402008655025,0.019382402008655025,0.9291092142871912,0.9480146223269896,0.9643409447132409,0.5798887222264055
83,0.6621475320528535,0.15471569200356802,0.15471569200356802,0.9357322613917579,0.9452549805214213,0.9610422761970902,0.5443272611757588
84,0.512852668762207,0.1472161648174127,0.1472161648174127,0.9261009030673097,0.9424295559486129,0.9642618362861592,0.5609123358240942
85,0.23158089027685277,0.08781264218337395,0.08781264218337395,0.9361196570576131,0.9503468637358721,0.9662304061602913,0.5699562517750665
86,0.09800758512288917,0.04569714560228236,0.04569714560228236,0.9477969007862239,0.9451021019421001,0.9632576914683454,0.5699137191644141
87,0.06916384751378905,0.03259393912466133,0.03259393912466133,0.9428892084523806,0.9474362655249245,0.9673265179796017,0.5763098183690785
88,0.03271345586935971,0.017306965511000038,0.017306965511000038,0.9447520228767062,0.9385498858846331,0.9633339330204814,0.5749254847605866
89,0.021622067244321693,0.010725986970332908,0.010725986970332908,0.9367709246364483,0.9468250188503661,0.9684420704327779,0.5800258967884464
90,0.008776409889333973,0.0055980548289987974,0.0055980548289987974,0.9443400152886783,0.9385354658543478,0.9674841870960735,0.57656269463177
91,0.005397633147225076,0.0030268953277674667,0.0030268953277674667,0.9441820190037966,0.9383941569775736,0.9667582276314907,0.5781138139872184
92,0.003918382542335666,0.0018005367150466306,0.0018005367150466306,0.9452183128379926,0.9374374983801408,0.9668977207686313,0.5777006134950566
93,0.0030509050485824107,0.001149955860740852,0.001149955860740852,0.9451994462196603,0.9359328184613132,0.9639221270063881,0.5757931934542292
94,0.002575696998403645,0.0008320142729002435,0.0008320142729002435,0.9218985472965163,0.9592618200377929,0.9667066613253156,0.5776896682846059
95,0.0022485280665112475,0.0006349630948891133,0.0006349630948891133,0.9453303626630001,0.935834338495055,0.9637159610705057,0.5745567200915462
96,0.0020383321246424434,0.0005401215260944274,0.0005401215260944274,0.9448596300410756,0.9345977377866481,0.9633345396136801,0.5719106776768844
97,0.001860445558193925,0.00046473155873850465,0.00046473155873850465,0.9440941876011673,0.9342675543669949,0.9636847650952665,0.5741578266170243
98,0.0017844669374765135,0.000470800051498729,0.000470800051498729,0.9442691191783984,0.9348415919317961,0.9628594785352064,0.57618120843418
99,0.0017104480534280632,0.0004754092657879251,0.0004754092657879251,0.9440901097988615,0.9346842275954084,0.9622404484189507,0.5711391557061825
